vehicle_id,latitude,longitude,route_id,trip_id,direction_id,stop_sequence,occupancy_status,bearing_degrees,speed_mps,observed_at
demo-vehicle-01,42.35145,-71.10075,1,synthetic-trip-01,0,13,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:17:12+00:00
demo-vehicle-01,42.353254,-71.102162,1,synthetic-trip-01,0,14,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:18:38+00:00
demo-vehicle-01,42.355058,-71.103575,1,synthetic-trip-01,0,15,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:20:04+00:00
demo-vehicle-01,42.356862,-71.104987,1,synthetic-trip-01,0,16,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:21:30+00:00
demo-vehicle-01,42.358667,-71.1064,1,synthetic-trip-01,0,17,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:22:56+00:00
demo-vehicle-01,42.360471,-71.107812,1,synthetic-trip-01,0,18,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:24:22+00:00
demo-vehicle-01,42.362275,-71.109225,1,synthetic-trip-01,0,19,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:25:48+00:00
demo-vehicle-01,42.364079,-71.110637,1,synthetic-trip-01,0,20,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:27:14+00:00
demo-vehicle-01,42.365883,-71.11205,1,synthetic-trip-01,0,21,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:28:40+00:00
demo-vehicle-01,42.367688,-71.113462,1,synthetic-trip-01,0,22,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:30:06+00:00
demo-vehicle-01,42.369492,-71.114875,1,synthetic-trip-01,0,23,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:31:32+00:00
demo-vehicle-01,42.371296,-71.116287,1,synthetic-trip-01,0,24,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:32:58+00:00
demo-vehicle-01,42.3731,-71.1177,1,synthetic-trip-01,0,25,FEW_SEATS_AVAILABLE,315.0,5.0,2026-01-01T14:34:24+00:00
demo-vehicle-02,42.3731,-71.1177,1,synthetic-trip-02,1,1,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:06:00+00:00
demo-vehicle-02,42.371296,-71.116287,1,synthetic-trip-02,1,2,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:07:31+00:00
demo-vehicle-02,42.369492,-71.114875,1,synthetic-trip-02,1,3,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:09:02+00:00
demo-vehicle-02,42.367688,-71.113462,1,synthetic-trip-02,1,4,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:10:33+00:00
demo-vehicle-02,42.365883,-71.11205,1,synthetic-trip-02,1,5,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:12:04+00:00
demo-vehicle-02,42.364079,-71.110637,1,synthetic-trip-02,1,6,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:13:35+00:00
demo-vehicle-02,42.362275,-71.109225,1,synthetic-trip-02,1,7,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:15:06+00:00
demo-vehicle-02,42.360471,-71.107812,1,synthetic-trip-02,1,8,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:16:37+00:00
demo-vehicle-02,42.358667,-71.1064,1,synthetic-trip-02,1,9,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:18:08+00:00
demo-vehicle-02,42.356862,-71.104987,1,synthetic-trip-02,1,10,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:19:39+00:00
demo-vehicle-02,42.355058,-71.103575,1,synthetic-trip-02,1,11,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:21:10+00:00
demo-vehicle-02,42.353254,-71.102162,1,synthetic-trip-02,1,12,MANY_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:22:41+00:00
demo-vehicle-02,42.35145,-71.10075,1,synthetic-trip-02,1,13,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:24:12+00:00
demo-vehicle-02,42.349646,-71.099338,1,synthetic-trip-02,1,14,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:25:43+00:00
demo-vehicle-02,42.347842,-71.097925,1,synthetic-trip-02,1,15,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:27:14+00:00
demo-vehicle-02,42.346038,-71.096513,1,synthetic-trip-02,1,16,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:28:45+00:00
demo-vehicle-02,42.344233,-71.0951,1,synthetic-trip-02,1,17,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:30:16+00:00
demo-vehicle-02,42.342429,-71.093688,1,synthetic-trip-02,1,18,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:31:47+00:00
demo-vehicle-02,42.340625,-71.092275,1,synthetic-trip-02,1,19,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:33:18+00:00
demo-vehicle-02,42.338821,-71.090863,1,synthetic-trip-02,1,20,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:34:49+00:00
demo-vehicle-02,42.337017,-71.08945,1,synthetic-trip-02,1,21,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:36:20+00:00
demo-vehicle-02,42.335212,-71.088037,1,synthetic-trip-02,1,22,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:37:51+00:00
demo-vehicle-02,42.333408,-71.086625,1,synthetic-trip-02,1,23,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:39:22+00:00
demo-vehicle-02,42.331604,-71.085212,1,synthetic-trip-02,1,24,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:40:53+00:00
demo-vehicle-02,42.3298,-71.0838,1,synthetic-trip-02,1,25,FEW_SEATS_AVAILABLE,135.0,5.15,2026-01-01T14:42:24+00:00
demo-vehicle-03,42.3298,-71.0838,1,synthetic-trip-03,0,1,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:12:00+00:00
demo-vehicle-03,42.331604,-71.085212,1,synthetic-trip-03,0,2,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:13:35+00:00
demo-vehicle-03,42.333408,-71.086625,1,synthetic-trip-03,0,3,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:15:10+00:00
demo-vehicle-03,42.335212,-71.088037,1,synthetic-trip-03,0,4,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:16:45+00:00
demo-vehicle-03,42.337017,-71.08945,1,synthetic-trip-03,0,5,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:18:20+00:00
demo-vehicle-03,42.338821,-71.090863,1,synthetic-trip-03,0,6,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:19:55+00:00
demo-vehicle-03,42.340625,-71.092275,1,synthetic-trip-03,0,7,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:21:30+00:00
demo-vehicle-03,42.342429,-71.093688,1,synthetic-trip-03,0,8,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:23:05+00:00
demo-vehicle-03,42.344233,-71.0951,1,synthetic-trip-03,0,9,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:24:40+00:00
demo-vehicle-03,42.346038,-71.096513,1,synthetic-trip-03,0,10,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:26:15+00:00
demo-vehicle-03,42.347842,-71.097925,1,synthetic-trip-03,0,11,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:27:50+00:00
demo-vehicle-03,42.349646,-71.099338,1,synthetic-trip-03,0,12,MANY_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:29:25+00:00
demo-vehicle-03,42.35145,-71.10075,1,synthetic-trip-03,0,13,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:31:00+00:00
demo-vehicle-03,42.353254,-71.102162,1,synthetic-trip-03,0,14,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:32:35+00:00
demo-vehicle-03,42.355058,-71.103575,1,synthetic-trip-03,0,15,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:34:10+00:00
demo-vehicle-03,42.356862,-71.104987,1,synthetic-trip-03,0,16,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:35:45+00:00
demo-vehicle-03,42.358667,-71.1064,1,synthetic-trip-03,0,17,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:37:20+00:00
demo-vehicle-03,42.360471,-71.107812,1,synthetic-trip-03,0,18,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:38:55+00:00
demo-vehicle-03,42.362275,-71.109225,1,synthetic-trip-03,0,19,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:40:30+00:00
demo-vehicle-03,42.364079,-71.110637,1,synthetic-trip-03,0,20,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:42:05+00:00
demo-vehicle-03,42.365883,-71.11205,1,synthetic-trip-03,0,21,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:43:40+00:00
demo-vehicle-03,42.367688,-71.113462,1,synthetic-trip-03,0,22,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:45:15+00:00
demo-vehicle-03,42.369492,-71.114875,1,synthetic-trip-03,0,23,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:46:50+00:00
demo-vehicle-03,42.371296,-71.116287,1,synthetic-trip-03,0,24,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:48:25+00:00
demo-vehicle-03,42.3731,-71.1177,1,synthetic-trip-03,0,25,FEW_SEATS_AVAILABLE,315.0,5.3,2026-01-01T14:50:00+00:00
demo-vehicle-04,42.3731,-71.1177,1,synthetic-trip-04,1,1,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:18:00+00:00
demo-vehicle-04,42.371296,-71.116287,1,synthetic-trip-04,1,2,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:19:28+00:00
demo-vehicle-04,42.369492,-71.114875,1,synthetic-trip-04,1,3,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:20:56+00:00
demo-vehicle-04,42.367688,-71.113462,1,synthetic-trip-04,1,4,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:22:24+00:00
demo-vehicle-04,42.365883,-71.11205,1,synthetic-trip-04,1,5,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:23:52+00:00
demo-vehicle-04,42.364079,-71.110637,1,synthetic-trip-04,1,6,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:25:20+00:00
demo-vehicle-04,42.362275,-71.109225,1,synthetic-trip-04,1,7,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:26:48+00:00
demo-vehicle-04,42.360471,-71.107812,1,synthetic-trip-04,1,8,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:28:16+00:00
demo-vehicle-04,42.358667,-71.1064,1,synthetic-trip-04,1,9,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:29:44+00:00
demo-vehicle-04,42.356862,-71.104987,1,synthetic-trip-04,1,10,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:31:12+00:00
demo-vehicle-04,42.355058,-71.103575,1,synthetic-trip-04,1,11,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:32:40+00:00
demo-vehicle-04,42.353254,-71.102162,1,synthetic-trip-04,1,12,MANY_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:34:08+00:00
demo-vehicle-04,42.35145,-71.10075,1,synthetic-trip-04,1,13,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:35:36+00:00
demo-vehicle-04,42.349646,-71.099338,1,synthetic-trip-04,1,14,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:37:04+00:00
demo-vehicle-04,42.347842,-71.097925,1,synthetic-trip-04,1,15,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:38:32+00:00
demo-vehicle-04,42.346038,-71.096513,1,synthetic-trip-04,1,16,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:40:00+00:00
demo-vehicle-04,42.344233,-71.0951,1,synthetic-trip-04,1,17,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:41:28+00:00
demo-vehicle-04,42.342429,-71.093688,1,synthetic-trip-04,1,18,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:42:56+00:00
demo-vehicle-04,42.340625,-71.092275,1,synthetic-trip-04,1,19,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:44:24+00:00
demo-vehicle-04,42.338821,-71.090863,1,synthetic-trip-04,1,20,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:45:52+00:00
demo-vehicle-04,42.337017,-71.08945,1,synthetic-trip-04,1,21,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:47:20+00:00
demo-vehicle-04,42.335212,-71.088037,1,synthetic-trip-04,1,22,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:48:48+00:00
demo-vehicle-04,42.333408,-71.086625,1,synthetic-trip-04,1,23,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:50:16+00:00
demo-vehicle-04,42.331604,-71.085212,1,synthetic-trip-04,1,24,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:51:44+00:00
demo-vehicle-04,42.3298,-71.0838,1,synthetic-trip-04,1,25,FEW_SEATS_AVAILABLE,135.0,5.45,2026-01-01T14:53:12+00:00
demo-vehicle-01,42.3298,-71.0838,1,synthetic-trip-05,0,1,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:24:00+00:00
demo-vehicle-01,42.331604,-71.085212,1,synthetic-trip-05,0,2,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:25:33+00:00
demo-vehicle-01,42.333408,-71.086625,1,synthetic-trip-05,0,3,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:27:06+00:00
demo-vehicle-01,42.335212,-71.088037,1,synthetic-trip-05,0,4,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:28:39+00:00
demo-vehicle-01,42.337017,-71.08945,1,synthetic-trip-05,0,5,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:30:12+00:00
demo-vehicle-01,42.338821,-71.090863,1,synthetic-trip-05,0,6,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:31:45+00:00
demo-vehicle-01,42.340625,-71.092275,1,synthetic-trip-05,0,7,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:33:18+00:00
demo-vehicle-01,42.342429,-71.093688,1,synthetic-trip-05,0,8,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:34:51+00:00
demo-vehicle-01,42.344233,-71.0951,1,synthetic-trip-05,0,9,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:36:24+00:00
demo-vehicle-01,42.346038,-71.096513,1,synthetic-trip-05,0,10,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:37:57+00:00
demo-vehicle-01,42.347842,-71.097925,1,synthetic-trip-05,0,11,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:39:30+00:00
demo-vehicle-01,42.349646,-71.099338,1,synthetic-trip-05,0,12,MANY_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:41:03+00:00
demo-vehicle-01,42.35145,-71.10075,1,synthetic-trip-05,0,13,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:42:36+00:00
demo-vehicle-01,42.353254,-71.102162,1,synthetic-trip-05,0,14,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:44:09+00:00
demo-vehicle-01,42.355058,-71.103575,1,synthetic-trip-05,0,15,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:45:42+00:00
demo-vehicle-01,42.356862,-71.104987,1,synthetic-trip-05,0,16,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:47:15+00:00
demo-vehicle-01,42.358667,-71.1064,1,synthetic-trip-05,0,17,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:48:48+00:00
demo-vehicle-01,42.360471,-71.107812,1,synthetic-trip-05,0,18,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:50:21+00:00
demo-vehicle-01,42.362275,-71.109225,1,synthetic-trip-05,0,19,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:51:54+00:00
demo-vehicle-01,42.364079,-71.110637,1,synthetic-trip-05,0,20,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:53:27+00:00
demo-vehicle-01,42.365883,-71.11205,1,synthetic-trip-05,0,21,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:55:00+00:00
demo-vehicle-01,42.367688,-71.113462,1,synthetic-trip-05,0,22,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:56:33+00:00
demo-vehicle-01,42.369492,-71.114875,1,synthetic-trip-05,0,23,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:58:06+00:00
demo-vehicle-01,42.371296,-71.116287,1,synthetic-trip-05,0,24,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T14:59:39+00:00
demo-vehicle-01,42.3731,-71.1177,1,synthetic-trip-05,0,25,FEW_SEATS_AVAILABLE,315.0,5.6,2026-01-01T15:01:12+00:00
demo-vehicle-02,42.3731,-71.1177,1,synthetic-trip-06,1,1,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:30:00+00:00
demo-vehicle-02,42.371296,-71.116287,1,synthetic-trip-06,1,2,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:31:29+00:00
demo-vehicle-02,42.369492,-71.114875,1,synthetic-trip-06,1,3,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:32:58+00:00
demo-vehicle-02,42.367688,-71.113462,1,synthetic-trip-06,1,4,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:34:27+00:00
demo-vehicle-02,42.365883,-71.11205,1,synthetic-trip-06,1,5,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:35:56+00:00
demo-vehicle-02,42.364079,-71.110637,1,synthetic-trip-06,1,6,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:37:25+00:00
demo-vehicle-02,42.362275,-71.109225,1,synthetic-trip-06,1,7,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:38:54+00:00
demo-vehicle-02,42.360471,-71.107812,1,synthetic-trip-06,1,8,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:40:23+00:00
demo-vehicle-02,42.358667,-71.1064,1,synthetic-trip-06,1,9,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:41:52+00:00
demo-vehicle-02,42.356862,-71.104987,1,synthetic-trip-06,1,10,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:43:21+00:00
demo-vehicle-02,42.355058,-71.103575,1,synthetic-trip-06,1,11,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:44:50+00:00
demo-vehicle-02,42.353254,-71.102162,1,synthetic-trip-06,1,12,MANY_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:46:19+00:00
demo-vehicle-02,42.35145,-71.10075,1,synthetic-trip-06,1,13,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:47:48+00:00
demo-vehicle-02,42.349646,-71.099338,1,synthetic-trip-06,1,14,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:49:17+00:00
demo-vehicle-02,42.347842,-71.097925,1,synthetic-trip-06,1,15,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:50:46+00:00
demo-vehicle-02,42.346038,-71.096513,1,synthetic-trip-06,1,16,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:52:15+00:00
demo-vehicle-02,42.344233,-71.0951,1,synthetic-trip-06,1,17,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:53:44+00:00
demo-vehicle-02,42.342429,-71.093688,1,synthetic-trip-06,1,18,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:55:13+00:00
demo-vehicle-02,42.340625,-71.092275,1,synthetic-trip-06,1,19,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:56:42+00:00
demo-vehicle-02,42.338821,-71.090863,1,synthetic-trip-06,1,20,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:58:11+00:00
demo-vehicle-02,42.337017,-71.08945,1,synthetic-trip-06,1,21,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T14:59:40+00:00
demo-vehicle-02,42.335212,-71.088037,1,synthetic-trip-06,1,22,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T15:01:09+00:00
demo-vehicle-02,42.333408,-71.086625,1,synthetic-trip-06,1,23,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T15:02:38+00:00
demo-vehicle-02,42.331604,-71.085212,1,synthetic-trip-06,1,24,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T15:04:07+00:00
demo-vehicle-02,42.3298,-71.0838,1,synthetic-trip-06,1,25,FEW_SEATS_AVAILABLE,135.0,5.75,2026-01-01T15:05:36+00:00
demo-vehicle-03,42.3298,-71.0838,1,synthetic-trip-07,0,1,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:36:00+00:00
demo-vehicle-03,42.331604,-71.085212,1,synthetic-trip-07,0,2,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:37:32+00:00
demo-vehicle-03,42.333408,-71.086625,1,synthetic-trip-07,0,3,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:39:04+00:00
demo-vehicle-03,42.335212,-71.088037,1,synthetic-trip-07,0,4,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:40:36+00:00
demo-vehicle-03,42.337017,-71.08945,1,synthetic-trip-07,0,5,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:42:08+00:00
demo-vehicle-03,42.338821,-71.090863,1,synthetic-trip-07,0,6,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:43:40+00:00
demo-vehicle-03,42.340625,-71.092275,1,synthetic-trip-07,0,7,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:45:12+00:00
demo-vehicle-03,42.342429,-71.093688,1,synthetic-trip-07,0,8,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:46:44+00:00
demo-vehicle-03,42.344233,-71.0951,1,synthetic-trip-07,0,9,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:48:16+00:00
demo-vehicle-03,42.346038,-71.096513,1,synthetic-trip-07,0,10,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:49:48+00:00
demo-vehicle-03,42.347842,-71.097925,1,synthetic-trip-07,0,11,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:51:20+00:00
demo-vehicle-03,42.349646,-71.099338,1,synthetic-trip-07,0,12,MANY_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:52:52+00:00
demo-vehicle-03,42.35145,-71.10075,1,synthetic-trip-07,0,13,FEW_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:54:24+00:00
demo-vehicle-03,42.353254,-71.102162,1,synthetic-trip-07,0,14,FEW_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:55:56+00:00
demo-vehicle-03,42.355058,-71.103575,1,synthetic-trip-07,0,15,FEW_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:57:28+00:00
demo-vehicle-03,42.356862,-71.104987,1,synthetic-trip-07,0,16,FEW_SEATS_AVAILABLE,315.0,5.9,2026-01-01T14:59:00+00:00
demo-vehicle-04,42.3731,-71.1177,1,synthetic-trip-08,1,1,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:42:00+00:00
demo-vehicle-04,42.371296,-71.116287,1,synthetic-trip-08,1,2,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:43:30+00:00
demo-vehicle-04,42.369492,-71.114875,1,synthetic-trip-08,1,3,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:45:00+00:00
demo-vehicle-04,42.367688,-71.113462,1,synthetic-trip-08,1,4,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:46:30+00:00
demo-vehicle-04,42.365883,-71.11205,1,synthetic-trip-08,1,5,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:48:00+00:00
demo-vehicle-04,42.364079,-71.110637,1,synthetic-trip-08,1,6,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:49:30+00:00
demo-vehicle-04,42.362275,-71.109225,1,synthetic-trip-08,1,7,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:51:00+00:00
demo-vehicle-04,42.360471,-71.107812,1,synthetic-trip-08,1,8,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:52:30+00:00
demo-vehicle-04,42.358667,-71.1064,1,synthetic-trip-08,1,9,MANY_SEATS_AVAILABLE,135.0,6.05,2026-01-01T14:54:00+00:00
